Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2015-01-19,9.21881,9.21881,8.13428,9.14137,349.9658119495
2015-01-20,9.14137,9.14137,9.14137,9.14137,15.1282051275
2015-01-21,9.14137,10.3803,9.14137,10.3803,396.3589743405
2015-01-22,10.3803,12.3951,10.0709,12.3951,2624.239316117
2015-01-23,14.0995,17.0433,14.0995,16.1916,2507.247863131
2015-01-26,15.9586,16.966,14.6419,16.966,3471.418803257
2015-01-27,16.1133,16.1133,15.7266,15.7266,3660.0170938465
2015-01-28,15.7266,15.8029,12.6271,12.7818,7750.6837603225
2015-01-29,12.9364,14.7192,10.3803,14.0995,16649.094016318
2015-01-30,15.4946,15.4946,10.3039,11.698,26165.743588524
2015-02-02,12.3951,12.3951,7.9792,7.9792,33139.846152301
2015-02-03,9.52856,11.3887,9.37388,11.3887,21968.170939147
2015-02-04,12.163,12.163,9.76058,9.99358,39824.495724639
2015-02-05,10.0709,10.0709,7.9792,7.9792,40098.820510951
2015-02-06,8.05664,10.768,7.9792,10.2256,63376.085467131
2015-02-09,10.3039,10.4586,9.21881,9.21881,41509.777775843
2015-02-10,9.21881,9.21881,7.9792,8.05664,52910.393159927
2015-02-11,8.05664,8.67664,7.82462,7.82462,63386.170937216
2015-02-12,7.90196,8.21171,7.20462,7.28216,34713.179485561
2015-02-13,7.43704,7.82462,6.19763,6.58502,75168.017090513
2015-02-16,6.58502,6.81723,5.50039,5.57763,59397.367518599
2015-02-17,5.81014,6.19763,5.42295,5.65526,36769.606835893
2015-02-18,5.42295,5.42295,4.33822,4.33822,83527.86324397
2015-02-19,4.26098,4.95802,3.95093,4.26098,57427.675210998
2015-02-20,4.4931,4.4931,3.79606,4.10591,60579.384612561
2015-02-23,4.26098,4.95802,4.26098,4.64817,179327.72648737
2015-02-24,4.72551,4.80315,4.26098,4.4931,123332.18802844
2015-02-25,4.41566,4.41566,4.10591,4.26098,50108.649570314
2015-02-26,4.10591,4.26098,3.79606,3.87349,69132.871791649
2015-02-27,3.95093,4.02857,3.87349,3.87349,29733.982904597
2015-03-02,3.87349,4.02857,3.4861,3.87349,79400.888885188
2015-03-03,3.87349,3.95093,3.64098,3.64098,52402.085467643
2015-03-04,3.64098,3.64098,3.25369,3.33113,65178.358971321
2015-03-05,3.33113,3.40857,3.17625,3.33113,41591.470083531
2015-03-06,3.40857,3.79606,3.33113,3.64098,115240.61537924
2015-03-09,3.56354,5.1131,3.4861,5.1131,382776.87177703
2015-03-10,5.81014,5.81014,4.33822,4.41566,663301.19655028
2015-03-11,4.4931,5.19054,4.33822,4.57073,287346.13673874
2015-03-12,4.57073,4.72551,3.71862,3.79606,329729.31622395
2015-03-13,3.87349,4.10591,3.64098,3.79606,177739.26494898
2015-03-16,3.87349,4.02857,3.4861,3.71862,185494.99144435
2015-03-17,3.71862,3.79606,3.64098,3.79606,58513.880339153
2015-03-18,3.87349,4.33822,3.71862,3.79606,331617.31622386
2015-03-19,3.79606,3.95093,3.64098,3.71862,118200.70084919
2015-03-20,3.71862,3.71862,3.4861,3.64098,79146.735039046
2015-03-23,3.71862,3.87349,3.64098,3.79606,39403.931622095
2015-03-24,3.71862,3.71862,3.4861,3.56354,63990.290595308
2015-03-25,3.64098,3.79606,3.56354,3.56354,58082.222219515
2015-03-26,3.56354,3.71862,3.56354,3.71862,13912.905982257
2015-03-27,3.64098,3.71862,3.56354,3.71862,44692.752134669
2015-03-30,3.71862,3.71862,3.4861,3.56354,42113.897433934
2015-03-31,3.56354,3.64098,3.33113,3.56354,76684.871791297
2015-04-01,3.40857,3.56354,3.40857,3.4861,20227.418802476
2015-04-02,3.40857,3.4861,3.25369,3.25369,82761.36751751
2015-04-07,3.25369,3.25369,2.94394,3.17625,60721.589740759
2015-04-08,3.02138,3.09862,3.02138,3.09862,50189.333330994
2015-04-09,3.09862,3.64098,3.09862,3.56354,148842.37606144
2015-04-10,3.56354,3.79606,3.56354,3.64098,118321.72649021
2015-04-13,3.71862,4.10591,3.71862,3.87349,92592.683756368
2015-04-14,3.79606,3.95093,3.40857,3.40857,53986.512817996
2015-04-15,3.4861,3.64098,3.40857,3.4861,28043.658118351
2015-04-16,3.64098,3.71862,3.40857,3.56354,15877.555554815
2015-04-17,3.56354,3.64098,3.40857,3.4861,25444.632477446
2015-04-20,3.56354,3.64098,3.40857,3.56354,4821.8632476385
2015-04-21,3.40857,3.56354,3.40857,3.40857,11628.547008005
2015-04-22,3.4861,3.56354,3.40857,3.56354,8918.5811961655
2015-04-23,3.56354,3.56354,3.33113,3.4861,22937.384614315
2015-04-24,3.40857,3.4861,3.40857,3.4861,11857.487178934
2015-04-27,3.40857,3.40857,3.33113,3.40857,13405.606836982
2015-04-28,3.40857,3.40857,3.17625,3.40857,20866.837605865
2015-04-29,3.25369,3.33113,3.17625,3.33113,15516.495725772
2015-04-30,3.17625,3.33113,3.17625,3.33113,4537.4529912415
2015-05-04,3.17625,3.25369,3.09862,3.17625,12014.82051226
2015-05-05,3.17625,3.25369,3.09862,3.17625,4989.2820510495
2015-05-06,3.09862,3.17625,3.09862,3.17625,7542.9230765715
2015-05-07,3.25369,3.87349,3.25369,3.4861,209707.1794774
2015-05-08,3.4861,3.4861,3.33113,3.4861,23247.008545925
2015-05-11,3.40857,3.4861,3.33113,3.33113,30450.051280632
2015-05-12,3.40857,3.40857,3.33113,3.40857,16947.623930834
2015-05-13,3.40857,3.40857,3.25369,3.25369,22612.632477578
2015-05-14,3.25369,3.33113,3.25369,3.33113,21465.914528914
2015-05-15,3.33113,3.33113,3.09862,3.25369,20435.179486227
2015-05-18,3.17625,3.33113,3.09862,3.17625,11710.239315693
2015-05-19,3.17625,3.17625,2.94394,3.09862,40403.401707518
2015-05-20,2.94394,3.02138,2.63409,2.8663,35881.076921404
2015-05-21,2.78896,2.94394,2.78896,2.8663,14669.316238632
2015-05-22,2.94394,3.25369,2.8663,3.02138,38149.299143521
2015-05-25,3.02138,3.25369,2.8663,2.94394,39200.205126378
2015-05-26,2.94394,2.94394,2.63409,2.71152,64396.735039733
2015-05-27,2.78896,2.78896,2.55645,2.78896,48296.290596039
2015-05-28,2.78896,3.02138,2.71152,2.78896,33064.205126664
2015-05-29,2.78896,2.8663,2.47901,2.55645,67457.675210531
2015-06-01,2.55645,2.71152,2.47901,2.71152,29129.863246505
2015-06-02,2.78896,2.78896,2.55645,2.71152,11186.803418282
2015-06-03,2.71152,2.8663,2.63409,2.71152,39641.948716101
2015-06-05,2.71152,2.71152,2.55645,2.71152,4796.649572426
2015-06-08,2.71152,2.71152,2.55645,2.63409,9668.9401704895
2015-06-09,2.63409,2.71152,2.47901,2.63409,7908.0170936485
2015-06-10,2.63409,2.63409,2.47901,2.63409,13720.273503634
2015-06-11,2.63409,2.63409,2.47901,2.63409,10791.45299095
2015-06-12,2.55645,2.63409,2.47901,2.63409,3710.4444442715
2015-06-15,2.55645,2.63409,2.47901,2.55645,13273.487178868
2015-06-16,2.55645,2.55645,2.47901,2.55645,18399.931623074
2015-06-17,2.55645,2.55645,2.40157,2.47901,14684.44444376
2015-06-18,2.47901,2.71152,2.40157,2.63409,45270.649570539
2015-06-19,2.55645,2.8663,2.55645,2.8663,111804.49572128
2015-06-22,2.8663,2.94394,2.63409,2.78896,39037.829058009
2015-06-23,2.71152,2.8663,2.71152,2.78896,12085.418802855
2015-06-24,2.78896,2.78896,2.63409,2.78896,8187.384615003
2015-06-25,2.71152,2.71152,2.63409,2.71152,9568.0854696395
2015-06-26,2.63409,2.63409,2.47901,2.63409,17745.384614557
2015-06-29,2.55645,2.55645,2.40157,2.55645,20028.735041801
2015-06-30,2.47901,2.55645,2.40157,2.55645,8491.96581157
2015-07-01,2.40157,2.55645,2.32394,2.40157,28440.017092691
2015-07-02,2.32394,2.47901,2.32394,2.47901,11222.102563579
2015-07-03,2.47901,2.47901,2.32394,2.40157,578.905982879
2015-07-06,2.40157,2.47901,2.32394,2.47901,2776.5299144005
2015-07-07,2.47901,2.47901,2.40157,2.47901,3700.3589741865
2015-07-08,2.47901,2.47901,2.40157,2.47901,12060.205127643
2015-07-09,2.40157,2.47901,2.32394,2.47901,1335.316239254
2015-07-10,2.47901,2.63409,2.40157,2.55645,29876.188032795
2015-07-13,2.63409,2.94394,2.63409,2.78896,79035.794868111
2015-07-14,2.78896,3.33113,2.78896,3.25369,111687.5042683
2015-07-15,3.33113,3.33113,3.17625,3.17625,51407.658117262
2015-07-16,3.25369,4.02857,3.25369,3.95093,206498.99144337
2015-07-17,4.02857,4.10591,3.64098,3.71862,97449.846149304
2015-07-20,3.79606,3.79606,3.4861,3.4861,113292.10255882
2015-07-21,3.56354,3.56354,3.25369,3.40857,52301.230766793
2015-07-22,3.40857,3.71862,3.33113,3.56354,61544.564099695
2015-07-23,3.56354,3.56354,3.33113,3.4861,22425.042733997
2015-07-24,3.4861,3.4861,3.33113,3.4861,8232.7692303855
2015-07-27,3.40857,3.4861,3.25369,3.40857,12750.051281457
2015-07-28,3.40857,3.95093,3.40857,3.79606,94420.17093577
2015-07-29,3.87349,4.10591,3.87349,3.95093,93339.008542658
2015-07-30,3.87349,4.10591,3.33113,3.40857,148679.99999307
2015-07-31,3.40857,3.56354,3.33113,3.40857,104424.95726009
2015-08-03,3.40857,3.40857,2.94394,3.02138,135427.69230138
2015-08-04,2.94394,3.02138,2.55645,2.63409,127590.27349833
2015-08-05,2.55645,2.94394,2.55645,2.94394,146107.19657439
2015-08-06,2.94394,3.09862,2.8663,2.94394,98749.86324326
2015-08-07,2.94394,2.94394,2.71152,2.78896,84157.196577274
2015-08-10,2.78896,2.78896,2.55645,2.55645,167633.62392381
2015-08-11,2.47901,2.55645,2.32394,2.40157,166323.52135977
2015-08-12,2.40157,2.63409,2.40157,2.63409,44682.666664584
2015-08-13,2.55645,2.55645,2.32394,2.32394,177145.23076097
2015-08-14,2.40157,2.47901,2.32394,2.47901,28013.401708096
2015-08-17,2.47901,2.63409,2.47901,2.63409,87892.854696758
2015-08-18,2.71152,2.71152,2.47901,2.47901,42870.307690309
2015-08-19,2.47901,2.55645,2.40157,2.47901,22927.29914423
2015-08-20,2.47901,2.71152,2.40157,2.63409,84055.333329415
2015-08-21,2.63409,2.71152,2.40157,2.40157,105094.63247373
2015-08-24,2.40157,2.40157,2.16916,2.32394,127179.79486587
2015-08-25,2.2465,2.40157,2.2465,2.32394,61457.829056964
2015-08-26,2.32394,2.32394,2.2465,2.32394,17551.743588925
2015-08-27,2.40157,2.47901,2.16916,2.2465,174064.11965001
2015-08-28,2.2465,2.2465,2.01409,2.16916,157511.8461465
2015-08-31,2.09172,2.16916,1.85931,1.93665,306207.98289171
2015-09-01,1.70433,1.93665,1.70433,1.93665,236567.81195479
2015-09-02,1.93665,1.93665,1.70433,1.78177,83847.572645664
2015-09-03,1.78177,1.85931,1.70433,1.78177,49666.905980591
2015-09-04,1.70433,1.78177,1.6268,1.6268,101181.47008075
2015-09-07,1.70433,1.70433,1.6268,1.6268,33546.290596727
2015-09-08,1.6268,1.85931,1.54946,1.78177,231563.40169861
2015-09-09,1.70433,1.78177,1.47192,1.47192,681791.89740412
2015-09-10,1.47192,1.54946,1.39448,1.47192,83131.504269629
2015-09-11,1.39448,1.47192,1.31694,1.47192,221264.11964781
2015-09-14,1.47192,1.47192,1.31694,1.47192,53432.82051033
2015-09-15,1.39448,1.39448,1.23951,1.23951,567855.33330687
2015-09-16,1.23951,1.54946,1.16207,1.39448,381243.88032411
2015-09-17,1.39448,1.54946,1.31694,1.39448,148532.75212983
2015-09-18,1.47192,1.47192,1.31694,1.47192,212249.72648583
2015-09-21,1.39448,1.39448,1.31694,1.39448,102754.80341401
2015-09-22,1.31694,1.39448,1.23951,1.39448,261774.42733823
2015-09-23,1.39448,1.39448,1.23951,1.39448,67447.589740446
2015-09-24,1.39448,1.39448,1.23951,1.23951,37444.324784579
2015-09-25,1.23951,1.31694,1.16207,1.23951,151623.94871088
2015-09-28,1.16207,1.23951,1.08453,1.16207,92821.623927297
2015-09-29,1.16207,1.31694,1.08453,1.16207,142893.96580531
2015-09-30,1.23951,1.23951,1.16207,1.23951,42890.478630479
2015-10-01,1.16207,1.23951,1.08453,1.23951,60604.598287773
2015-10-02,1.23951,1.23951,1.16207,1.23951,31983.042733552
2015-10-05,1.23951,1.31694,1.16207,1.31694,58473.538458813
2015-10-06,1.31694,1.31694,1.16207,1.31694,17511.401708585
2015-10-07,1.23951,1.31694,1.16207,1.23951,88415.282047161
2015-10-08,1.31694,1.31694,1.16207,1.31694,69944.752133492
2015-10-09,1.31694,1.54946,1.16207,1.54946,611482.05125355
2015-10-12,1.70433,1.93665,1.54946,1.93665,1171647.2136206
2015-10-13,2.32394,2.63409,2.16916,2.63409,1796600.4272667
2015-10-14,2.47901,2.55645,1.93665,1.93665,2554732.2733852
2015-10-15,1.78177,2.09172,1.70433,1.93665,1295101.4358371
2015-10-16,1.93665,2.01409,1.70433,1.78177,395714.51280207
2015-10-19,1.70433,1.93665,1.6268,1.78177,574149.67518691
2015-10-20,1.78177,1.85931,1.70433,1.78177,233486.70084382
2015-10-21,1.78177,1.85931,1.70433,1.78177,71670.376065035
2015-10-22,1.85931,1.93665,1.70433,1.78177,246008.82050135
2015-10-23,1.78177,1.78177,1.54946,1.6268,466740.42732867
2015-10-26,1.6268,1.6268,1.39448,1.54946,348484.25639401
2015-10-27,1.47192,1.54946,1.39448,1.39448,89486.358970188
2015-10-28,1.39448,1.47192,1.31694,1.39448,156522.46153117
2015-11-12,1.33251,1.33251,1.1698,1.20262,171658.73503473
2015-11-13,1.17178,1.27639,1.12905,1.23951,92349.623927319
2015-11-16,1.23752,1.23752,1.1233,1.14075,44408.341878272
2015-11-17,1.10783,1.21045,1.01483,1.03228,122199.58973789
2015-11-18,1.02643,1.0535,0.968324,0.970307,76045.452987908
2015-11-19,0.941255,0.96644,0.919937,0.96059,115347.52136214
2015-11-20,0.948989,1.04199,0.92192,1.03039,165923.12819739
2015-11-23,1.03039,1.04586,0.987758,1.02841,46428.461536297
2015-11-24,1.02841,1.02841,0.981908,0.981908,16379.811965048
2015-11-25,0.983891,0.997375,0.948989,0.993508,16506.888888119
2015-11-26,0.993508,0.993508,0.929654,0.96644,13583.111110478
2015-11-27,0.933521,0.96059,0.910319,0.956822,18988.923076038
2015-11-30,0.929654,0.937388,0.898719,0.929654,14262.871794207
2015-12-01,0.929654,0.941255,0.892869,0.937388,27921.623930322
2015-12-02,0.929654,0.929654,0.904469,0.904469,25911.589742382
2015-12-03,0.902486,0.919937,0.871452,0.914186,47275.641023437
2015-12-04,0.914186,0.917954,0.861834,0.894753,33444.427348868
2015-12-07,0.890886,0.890886,0.821181,0.821181,44590.88888681
2015-12-08,0.834765,0.850233,0.778645,0.79213,26048.752135538
2015-12-09,0.79213,0.817314,0.778645,0.807697,28754.683759343
2015-12-10,0.817314,0.958706,0.774679,0.945122,80517.350423597
2015-12-11,0.948989,1.05944,0.945122,1.05944,117901.16238767
2015-12-14,1.13688,1.23951,1.09425,1.10981,205458.17093059
2015-12-15,1.10981,1.16008,1.00709,1.00898,60452.30768949
2015-12-16,1.00898,1.04784,0.939371,0.956822,44341.777775711
2015-12-17,0.933521,1.05548,0.929654,0.97229,69630.08546684
2015-12-18,0.991525,1.02454,0.968324,0.987758,10055.213674745
2015-12-21,0.96059,1.00521,0.933521,1.00521,33824.649571073
2015-12-22,0.970307,1.02643,0.968324,1.02454,25333.692306511
2015-12-23,1.02454,1.06331,1.00134,1.05944,22470.42734938
2015-12-28,1.06133,1.06133,0.985775,0.985775,64543.982902974
2015-12-29,1.04388,1.04388,0.989741,1.01681,17151.350426551
2015-12-30,1.00134,1.03039,0.993508,1.03039,18968.752135868
2016-01-04,1.03039,1.04586,1.01681,1.04586,3822.393162215
2016-01-05,1.00898,1.02454,0.976058,1.02454,29648.256408874
2016-01-07,0.976058,0.997375,0.933521,0.997375,26318.034186807
2016-01-08,0.997375,0.997375,0.900503,0.929654,46763.299143119
2016-01-11,0.931538,0.983891,0.931538,0.96644,9456.136751696
2016-01-12,0.964457,0.964457,0.902486,0.954839,5512.717948461
2016-01-13,0.952856,0.952856,0.894753,0.92777,14907.333332638
2016-01-14,0.92777,0.92777,0.900503,0.919937,8284.205127819
2016-01-15,0.894753,0.910319,0.861834,0.881268,21613.162392155
2016-01-18,0.881268,0.881268,0.8424,0.852216,13902.820512172
2016-01-19,0.836748,0.859851,0.832782,0.859851,7506.6153842655
2016-01-20,0.859851,0.859851,0.78628,0.859851,16349.555554793
2016-01-21,0.813447,0.854199,0.807697,0.823164,8694.6837602785
2016-01-22,0.871452,0.871452,0.78628,0.852216,16689.435896658
2016-01-25,0.854199,0.865701,0.809481,0.865701,8776.376067967
2016-01-26,0.813447,0.869568,0.813447,0.861834,5568.1880339285
2016-01-27,0.8424,0.859851,0.807697,0.857967,786.66666663
2016-01-28,0.807697,0.852216,0.807697,0.852216,6284.2564099635
2016-01-29,0.813447,0.852216,0.797881,0.850233,12989.076922471
2016-02-01,0.803731,0.8424,0.803731,0.8424,4015.0256408385
2016-02-02,0.807697,0.838632,0.778645,0.782413,32703.145297621
2016-02-03,0.794014,0.813447,0.784396,0.811464,7060.8376065085
2016-02-04,0.815331,0.817314,0.782413,0.809481,19897.623930696
2016-02-05,0.794014,0.826932,0.794014,0.826932,13166.581195967
2016-02-08,0.850233,0.850233,0.794014,0.832782,7658.905982549
2016-02-09,0.846366,0.846366,0.795997,0.838632,7563.0940167415
2016-02-10,0.852216,0.887019,0.813447,0.861834,31104.598289148
2016-02-11,0.881268,0.881268,0.794014,0.852216,26688.170938927
2016-02-12,0.852216,0.852216,0.813447,0.852216,1162.8547008005
2016-02-15,0.852216,0.852216,0.817314,0.850233,5446.1538459
2016-02-16,0.817314,0.848349,0.813447,0.846366,938.9572649135
2016-02-17,0.846366,0.885036,0.823164,0.885036,20028.735041801
2016-02-18,0.885036,0.925787,0.861834,0.919937,35271.91452827
2016-02-19,0.900503,0.987758,0.900503,0.96644,42677.675211686
2016-02-22,0.987758,1.02643,0.96644,1.02643,64331.179484181
2016-02-23,1.03039,1.11943,1.01096,1.11745,70371.367518087
2016-02-24,1.11557,1.19499,1.11557,1.16008,138980.80341233
2016-02-25,1.13688,1.35373,1.09425,1.23951,373026.23929885
2016-02-26,1.30733,1.31893,1.22592,1.30544,142691.2478566
2016-02-29,1.31109,1.33439,1.25894,1.28601,68873.675210465
2016-03-01,1.28601,1.28601,1.20084,1.25309,37546.188032438
2016-03-02,1.20084,1.20084,1.08453,1.14263,189200.39315357
2016-03-03,1.12905,1.12905,1.02256,1.09038,55645.572646979
2016-03-04,1.09038,1.09038,1.05746,1.08453,13877.60683696
2016-03-07,1.01681,1.07491,0.981908,1.0535,20627.81196485
2016-03-08,1.03228,1.04388,0.978041,1.04001,17293.555554749
2016-03-09,0.997375,1.1233,0.997375,1.1233,25384.119656936
2016-03-10,1.12142,1.14848,1.06133,1.1349,45991.760681617
2016-03-11,1.1233,1.19697,1.1233,1.15433,24475.418802278
2016-03-14,1.15433,1.16207,1.10396,1.11358,29876.188032795
2016-03-15,1.11358,1.15235,1.0885,1.09811,30708.239314808
2016-03-16,1.06708,1.13688,1.06708,1.12905,5512.717948461
2016-03-17,1.12142,1.12717,1.08453,1.1233,1548.1196580475
2016-03-18,1.08453,1.11358,1.08255,1.11358,700.9401709075
2016-03-21,1.11358,1.11358,1.03039,1.08255,3892.99145281
2016-03-22,0.985775,1.04199,0.968324,0.997375,73046.034184629
2016-03-23,1.02643,1.02643,0.968324,0.987758,17541.65811884
2016-03-24,1.00709,1.00709,0.939371,0.997375,36215.914528226
2016-03-29,0.987758,0.995492,0.947006,0.995492,13156.495725882
2016-03-30,0.950873,0.987758,0.947006,0.983891,23084.632477556
2016-03-31,0.968324,0.989741,0.968324,0.987758,17338.940170132
2016-04-01,1.00521,1.05161,1.00323,1.03426,13278.529913911
2016-04-04,1.03614,1.07878,1.03614,1.07491,42468.905980926
2016-04-05,1.08255,1.08255,1.04784,1.07491,6771.384615069
2016-04-06,1.06708,1.06708,0.995492,1.06331,26236.341879119
2016-04-07,1.00709,1.04388,0.978041,1.04001,15364.205127489
2016-04-08,0.993508,1.02643,0.993508,1.02643,3045.81196567
2016-04-11,1.02643,1.2163,1.02256,1.17754,198022.15383692
2016-04-12,1.17555,1.17555,1.06529,1.13302,26805.162391913
2016-04-13,1.11557,1.13887,1.06906,1.1233,22358.478631436
2016-04-14,1.15047,1.15047,1.10396,1.13103,13562.940170308
2016-04-15,1.13887,1.14263,1.06906,1.13302,18252.683759833
2016-04-18,1.12717,1.14263,1.09623,1.14263,36175.572647886
2016-04-19,1.14263,1.21819,1.14263,1.19112,89877.675209486
2016-04-20,1.20084,1.20084,1.13302,1.17952,39144.73504091
2016-04-21,1.14263,1.17754,1.1233,1.15235,13968.376067725
2016-04-22,1.15235,1.17754,1.1233,1.17754,50336.581194235
2016-04-25,1.17754,1.19885,1.15433,1.16207,12851.914529315
2016-04-26,1.16207,1.16207,1.06708,1.15047,8212.5982902155
2016-04-27,1.13302,1.14263,1.13302,1.14263,1293.9658119055
2016-04-28,1.16207,1.16207,1.08651,1.13302,23277.26495618
2016-04-29,1.13302,1.1465,1.09623,1.09623,7837.4188030535
2016-05-02,1.1233,1.12528,1.0885,1.12528,20.17094017
2016-05-04,1.1233,1.1233,1.0535,1.11557,30413.743588326
2016-05-05,1.09425,1.11943,1.09425,1.11943,2482.0341879185
2016-05-06,1.09425,1.11745,1.06529,1.09811,8908.4957260805
2016-05-09,1.07105,1.09425,1.03614,1.03614,18170.991452144
2016-05-10,1.02643,1.03614,0.950873,0.999358,50179.247860909
2016-05-11,0.952856,1.10981,0.952856,1.08453,10135.897435425
2016-05-12,0.997375,1.04388,0.997375,1.04388,28267.555554238
2016-05-13,1.00709,1.06331,1.00709,1.06133,10867.094016587
2016-05-16,0.987758,1.02643,0.987758,1.02643,2025.162393068
2016-05-17,0.987758,1.00521,0.948989,1.00323,50641.162390802
2016-05-18,0.989741,1.00323,0.987758,0.999358,18055.008546167
2016-05-19,0.974174,1.00323,0.974174,1.00134,9390.5811961435
2016-05-20,0.995492,1.01483,0.970307,1.00323,2349.914529805
2016-05-23,0.970307,1.00323,0.958706,1.00323,1309.094017033
2016-05-24,0.958706,1.00134,0.958706,0.999358,12298.222221649
2016-05-25,0.968324,1.00134,0.968324,0.997375,4456.7692305615
2016-05-30,0.970307,0.978041,0.968324,0.978041,1228.410256353
2016-05-31,0.968324,0.978041,0.902486,0.976058,36490.239314538
2016-06-01,0.968324,0.968324,0.96644,0.968324,25104.752135582
2016-06-02,0.950873,0.958706,0.948989,0.948989,4699.82905961
2016-06-03,0.987758,0.987758,0.939371,0.983891,938.9572649135
2016-06-06,0.939371,0.958706,0.919937,0.958706,10019.914529447
2016-06-07,0.931538,0.979925,0.919937,0.968324,12724.837606244
2016-06-09,0.958706,0.958706,0.958706,0.958706,101.8632478585
2016-06-10,0.935405,0.958706,0.935405,0.958706,664.6324786015
2016-06-13,0.939371,0.956822,0.929654,0.956822,5116.3589741205
2016-06-14,0.929654,0.939371,0.890886,0.939371,12826.700854103
2016-06-15,0.943238,0.968324,0.919937,0.958706,4552.581196369
2016-06-16,0.92192,0.952856,0.890886,0.948989,11080.905982389
2016-06-17,0.894753,0.939371,0.881268,0.881268,7181.8632475285
2016-06-20,0.890886,0.939371,0.890886,0.939371,2771.487179358
2016-06-21,0.933521,0.933521,0.883152,0.933521,2776.5299144005
2016-06-22,0.881268,0.925787,0.854199,0.925787,17176.564101763
2016-06-23,0.929654,0.929654,0.929654,0.929654,152.2905982835
2016-06-24,0.852216,0.92192,0.852216,0.92192,8938.7521363355
2016-06-27,0.875418,0.925787,0.875418,0.925787,3268.7008545485
2016-06-28,0.879285,0.919937,0.875418,0.917954,7436.0170936705
2016-06-29,0.912203,0.917954,0.881268,0.910319,4537.4529912415
2016-06-30,0.917954,0.919937,0.890886,0.917954,8207.555555173
2016-07-01,0.890886,0.91607,0.877401,0.910319,8212.5982902155
2016-07-04,0.877401,0.890886,0.877401,0.877401,2689.7948716695
2016-07-05,0.877401,0.906353,0.875418,0.906353,1461.3846153165
2016-07-06,0.904469,0.906353,0.904469,0.906353,1649.982905906
2016-07-07,0.906353,0.917954,0.906353,0.917954,2045.333333238
2016-07-08,0.917954,0.976058,0.917954,0.976058,6669.5213672105
2016-07-11,0.983891,0.985775,0.933521,0.985775,4959.0256407945
2016-07-12,0.958706,0.968324,0.935405,0.958706,1862.7863246995
2016-07-13,0.933521,0.933521,0.929654,0.929654,4329.6923074905
2016-07-14,0.890886,0.962573,0.890886,0.962573,1558.2051281325
2016-07-15,0.948989,0.96644,0.894753,0.910319,9288.717948285
2016-07-18,0.910319,0.952856,0.910319,0.929654,1299.008546948
2016-07-19,0.914186,0.948989,0.910319,0.947006,11354.222221693
2016-07-20,0.939371,0.939371,0.914186,0.935405,1603.589743515
2016-07-22,0.935405,0.947006,0.929654,0.935405,9375.452991016
2016-07-25,0.914186,0.929654,0.914186,0.929654,781.6239315875
2016-07-26,0.902486,0.929654,0.875418,0.925787,10755.145298644
2016-07-27,0.900503,0.925787,0.890886,0.92192,7375.5042731605
2016-07-28,0.890886,0.914186,0.881268,0.914186,599.076923049
2016-07-29,0.890886,0.914186,0.871452,0.914186,9233.2478628175
2016-08-01,0.873435,0.910319,0.873435,0.910319,1288.923076863
2016-08-02,0.888903,0.888903,0.823164,0.871452,17116.051281253
2016-08-03,0.823164,0.869568,0.823164,0.869568,11456.085469551
2016-08-04,0.823164,0.881268,0.821181,0.881268,19566.820511908
2016-08-05,0.855984,0.898719,0.844383,0.848349,8354.803418414
2016-08-08,0.871452,0.871452,0.706858,0.836748,70786.888885589
2016-08-09,0.803731,0.836748,0.803731,0.821181,1715.5384614585
2016-08-10,0.799864,0.830898,0.784396,0.830898,15227.042734333
2016-08-11,0.826932,0.826932,0.795997,0.813447,2121.982905884
2016-08-12,0.797881,0.813447,0.78628,0.813447,16405.025640261
2016-08-17,0.794014,0.809481,0.774679,0.78043,12140.888888323
2016-08-18,0.784396,0.807697,0.774679,0.807697,4609.059828845
2016-08-19,0.809481,0.809481,0.809481,0.809481,1548.1196580475
2016-08-22,0.813447,0.813447,0.813447,0.813447,207.760683751
2016-08-23,0.776662,0.776662,0.776662,0.776662,776.581196545
2016-08-24,0.79213,0.813447,0.720442,0.813447,16374.769230006
2016-08-25,0.794014,0.848349,0.794014,0.846366,5715.4358971695
2016-08-26,0.8424,0.8424,0.774679,0.838632,2888.478632344
2016-08-30,0.724309,0.817314,0.724309,0.817314,16257.77777702
2016-08-31,0.755344,0.807697,0.755344,0.801847,12303.264956691
2016-09-01,0.803731,0.803731,0.776662,0.776662,2324.7008545925
2016-09-02,0.776662,0.799864,0.776662,0.799864,7908.0170936485
2016-09-05,0.794014,0.794014,0.73591,0.778645,5268.649572404
2016-09-06,0.778645,0.790246,0.774679,0.790246,2684.752136627
2016-09-07,0.774679,0.776662,0.714692,0.724309,38317.72649394
2016-09-08,0.716675,0.764962,0.716675,0.764962,11126.290597772
2016-09-09,0.718459,0.778645,0.718459,0.774679,8811.6752132645
2016-09-12,0.737893,0.774679,0.73591,0.770812,2893.5213673865
2016-09-13,0.770812,0.770812,0.732142,0.770812,12232.666666096
2016-09-14,0.755344,0.768829,0.73591,0.755344,1299.008546948
2016-09-15,0.755344,0.768829,0.755344,0.766945,1898.085469997
2016-09-16,0.766945,0.774679,0.755344,0.774679,3517.811965648
2016-09-19,0.772795,0.774679,0.770812,0.774679,4831.9487177235
2016-09-20,0.774679,0.782413,0.774679,0.78043,6375.0256407285
2016-09-21,0.774679,0.815331,0.774679,0.813447,3867.7777775975
